Sat May 10 18:01:03 2025
0,0,0,0
Sat May 10 18:02:35 2025
0.01,0,0,0
Sat May 10 18:03:02 2025
0.01,0,0,0
Sat May 10 18:09:58 2025
0.015,0,0,0
Sat May 10 18:11:51 2025
0.015,0,0,0
Sat May 10 18:12:47 2025
0.015,0,0,0
Sat May 10 18:46:49 2025
0.38,0,0.0001,360
Sat May 10 19:08:10 2025
0.3,0,0,360
Mon May 12 14:02:01 2025
0.3,0,0,360
Mon May 12 15:25:22 2025
0.5,0.03,0,0
Thu May 22 00:14:17 2025
0.5,0.03,0,0
